batch_id,instructor_id,course_id,completion_rate,avg_score_improvement,avg_quiz_score,dropout_rate,avg_watch_time,assignment_submission_rate,forum_activity_rate,avg_feedback_score,feedback_response_rate
B_1211,I_108,C_23,0.4883,35.1980,73.82016049,0.576869355,0.375349716,0.690659641,0.449567868,3.693465621,0.760387558
B_0315,I_019,C_12,0.4579,32.5249,84.35172472,0.524609223,0.930555596,0.765472954,0.149283183,4.096441063,0.762661476
B_0692,I_008,C_11,0.4697,32.7319,69.95344761,0.618565727,0.894294501,0.669867038,0.307511062,3.886430079,0.499527023
B_1504,I_041,C_14,0.7848,27.1655,65.11289627,0.211727616,0.665386285,0.550481444,0.059308152,4.012002287,0.603202022
B_0425,I_097,C_19,0.7158,40.0000,72.02751048,0.281660739,0.751419952,0.719632687,0.162036266,4.126764113,0.66736607
B_0595,I_001,C_12,0.6229,18.9694,75.2769746,0.351471203,0.939075968,1,0.234232813,4.268749388,0.685700644
B_1964,I_042,C_01,0.6311,24.3877,77.55171488,0.328230458,0.888739191,0.632818591,0.047928001,3.597353177,0.638110514
B_0623,I_069,C_04,0.6289,24.9105,77.08158488,0.429827036,0.947016934,0.601948465,0.151344778,4.303584632,0.777316781
B_1171,I_111,C_08,0.5414,29.5410,54.99570571,0.492006019,0.819733281,0.850664857,0.112368392,4.048438686,0.743245247
B_1044,I_050,C_08,0.3000,17.4668,61.72698497,0.7,0.843450986,0.74660518,0.215710997,3.622315814,0.528279439
B_0228,I_097,C_03,0.8055,30.5394,70.45141561,0.273266972,0.637576272,0.706156544,0.20907076,3.41158246,0.672975253
B_1118,I_005,C_01,0.8410,24.5661,77.15810127,0.173727458,0.899907643,0.74116132,0.312974344,4.124415638,0.565892271
B_1332,I_060,C_24,0.6029,19.4321,48.11865748,0.41136851,0.92145199,0.937860833,0.277417326,4.177200612,0.696576209
B_1316,I_063,C_21,0.6625,29.2762,79.54138179,0.391344469,0.781550181,0.936382511,0.070589539,4.380024133,0.649408563
B_0067,I_009,C_03,0.7565,20.7510,88.79045313,0.267153005,0.735882114,0.551435659,0.220527954,4.413578324,0.671865198
B_0025,I_030,C_14,0.6523,36.0764,83.98662887,0.362632577,0.796243752,1,0.409882382,4.454414905,0.94804038
B_0145,I_041,C_10,0.6593,18.9751,67.35932982,0.343029359,0.701579876,0.771206804,0.105125411,4.496050878,0.542446144
B_0537,I_015,C_05,0.8779,35.0188,76.51956675,0.139782965,0.959583357,0.830209723,0.311882345,4.658752988,0.995314974
B_0812,I_029,C_03,0.8119,21.0375,68.35747757,0.180663979,0.838208852,0.639818154,0.405844935,3.458215282,0.659371858
B_1467,I_072,C_10,0.5620,20.5991,94.15403926,0.45151623,0.754962912,0.685618257,0.369679143,4.062989086,0.493668913
B_0086,I_002,C_12,0.6963,30.4455,77.18853933,0.17582599,0.939610462,0.875756675,0.287767325,4.053939877,0.950179022
B_1661,I_035,C_01,0.5641,33.2321,75.64709001,0.402559543,0.542749367,0.807167614,0.185482819,4.04157658,0.784533488
B_1646,I_067,C_05,0.3000,27.2854,73.57264079,0.684188591,0.751013821,0.551637044,0.150939023,3.904929002,0.604136333
B_1805,I_113,C_15,0.3731,15.3292,79.0488289,0.548292461,0.575333896,0.772891588,0.074822888,3.845755595,0.700015563
B_1818,I_056,C_25,0.5020,21.2500,95.30304585,0.508990114,0.831966099,0.810415788,0.357607096,4.755171107,0.616354893
B_1577,I_049,C_22,0.5042,26.5020,88.9051509,0.368322506,0.760944792,1,0.30777971,4.177088602,0.799844433
B_1145,I_113,C_23,0.3157,23.9268,59.02783015,0.644284537,0.581057997,0.439776324,0.178878167,3.412733169,0.630449891
B_0363,I_024,C_20,0.6510,37.7189,74.46924383,0.346070674,0.825790381,0.926052756,0.19211896,4.452392803,0.918803836
B_1612,I_066,C_10,0.5086,24.4842,71.38241639,0.522599313,0.655848832,1,0.151322444,3.968081527,0.732672102
B_1866,I_074,C_08,0.5687,6.1592,77.60847394,0.386334474,0.849864401,0.678631691,0.155489543,4.006164825,0.603965106
B_1027,I_057,C_15,0.7073,29.3594,85.02436658,0.258107171,0.678305579,0.58410436,0.276783551,4.318855396,0.902973125
B_1031,I_023,C_09,0.4903,26.2834,73.1939496,0.46822061,0.748092717,0.526448171,0.268172123,3.570031159,0.710059008
B_1304,I_120,C_09,0.7247,24.7726,88.44924905,0.274216718,0.91530794,0.755313969,0.290242785,3.98386531,0.492199475
B_1356,I_060,C_05,0.5491,33.1735,82.503907,0.481203823,0.785712997,0.750583082,0.346927299,4.576981749,0.656199526
B_1731,I_014,C_24,0.6632,29.0088,76.74326306,0.278558028,0.900848796,0.676250323,0.413035126,5,0.687465771
B_0666,I_033,C_14,0.5005,26.9439,78.26871324,0.498725418,0.744937029,0.723421645,0.359620511,4.170143222,0.805667836
B_0365,I_120,C_07,0.5040,23.6198,67.43439665,0.473096411,0.632879806,1,0.162192464,3.905249003,0.660597052
B_0078,I_047,C_11,0.5176,30.0887,81.10109255,0.495678783,0.685442649,0.828338295,0.219103657,4.50974756,0.893450939
B_0028,I_064,C_13,0.4902,29.6143,71.16855163,0.44352908,0.49367012,0.644198779,0.241062625,3.592024652,1
B_1437,I_109,C_06,0.5394,36.5360,65.41863982,0.434911772,0.734828334,0.778764496,0.260783048,4.428850414,0.828386711
B_0526,I_058,C_20,0.8164,36.7362,80.46245611,0.176361743,0.544786581,0.961540841,0.180353321,4.761864062,0.802236803
B_1835,I_117,C_23,0.5698,28.2206,88.50817131,0.449571586,0.875054623,0.661662631,0.422088831,4.96812001,0.824013492
B_0056,I_051,C_09,0.7155,21.4348,74.20098991,0.382004063,0.824324362,0.739967096,0.327145677,4.219121732,0.562554383
B_0639,I_100,C_01,0.4122,29.5130,70.49692778,0.562818756,0.940182766,0.698123096,0.175294425,4.62555599,0.948958389
B_0303,I_112,C_13,0.3090,24.3353,76.09487123,0.7,0.618121636,0.805425397,0.209891032,4.331608956,0.567322302
B_0719,I_049,C_15,0.5931,28.9385,79.91966028,0.425182364,0.819431107,0.739358657,0.301989026,4.845218178,0.766997997
B_0625,I_016,C_06,0.7226,31.7413,74.42842516,0.335295884,0.888144966,0.696950543,0.17653551,3.9569852,0.897690489
B_0008,I_021,C_01,0.5273,36.2493,92.18408047,0.45812337,0.838161041,0.681278208,0.195134242,3.97623738,0.886724814
B_0804,I_013,C_11,0.8246,34.9972,78.03197158,0.048363839,1,0.875052166,0.273386377,4.326665382,0.847304454
B_1050,I_051,C_04,0.7554,35.6506,91.77243119,0.290721289,0.822032741,0.717755287,0.430580184,4.539016108,0.721676921
B_0337,I_094,C_07,0.4620,21.0371,70.72766146,0.537213722,1,0.855613739,0.207547762,3.840923555,0.469153078
B_0048,I_062,C_24,0.6931,35.4062,81.16992243,0.329585748,0.565843947,0.649755182,0.157522013,4.545782893,0.749102266
B_1764,I_076,C_19,0.4936,24.1718,67.62651077,0.520108115,0.798809795,0.672329914,0.276257262,4.181988791,0.848131389
B_0107,I_087,C_13,0.8331,25.6072,84.86604048,0.102403218,0.838316043,0.65906313,0.308769459,4.362721353,0.665121599
B_0350,I_012,C_11,0.7824,25.2035,85.58719989,0.254986712,0.641629813,0.660963839,0.183772806,3.726591159,0.99404685
B_1080,I_043,C_13,0.7014,26.9647,74.96639713,0.193460024,0.843947159,0.625866523,0.304698228,4.434635351,0.931671549
B_0239,I_027,C_25,0.7364,26.0845,94.52129093,0.23383361,0.508084026,0.42746263,0.313151175,4.63400371,0.754149241
B_0214,I_006,C_03,0.3503,21.9573,90.60326265,0.671188753,0.787412641,0.551618557,0.086371315,4.296851751,0.458075715
B_1776,I_098,C_03,0.4038,27.2017,75.44054253,0.646025241,1,0.925602172,0.227759292,4.235172369,0.412519885
B_1139,I_061,C_23,0.3208,27.2943,67.04397251,0.628954145,1,0.7688962,0.086281887,4.071302281,0.710763093
B_0794,I_111,C_01,0.5119,33.3152,82.1823729,0.483418626,1,0.687276511,0.301514873,4.072275433,0.776879559
B_1587,I_001,C_08,0.5490,23.3439,67.02936606,0.451977584,0.599724618,0.621073143,0.382085961,4.487717414,0.63397214
B_1583,I_061,C_22,0.3400,20.0181,71.82002563,0.628251327,0.833628257,0.705912929,0.193031826,3.342110782,0.797116628
B_1672,I_037,C_25,0.8689,38.5246,94.68403604,0.201667177,0.65746299,0.722603357,0.325189685,4.377027372,0.894039055
B_0524,I_051,C_06,0.7911,30.7503,88.68479636,0.238464259,0.587833863,0.982946284,0.378042537,4.73537934,0.791604135
B_0233,I_077,C_15,0.6975,25.0513,65.28597149,0.326553735,0.803454662,0.84931029,0.257127904,4.460450093,0.628686621
B_0645,I_058,C_15,0.7892,25.6094,72.67328301,0.167160789,0.890835427,0.961875134,0.286207173,4.468585361,0.726590804
B_1508,I_001,C_18,0.6808,22.4070,75.3613505,0.390493647,0.593922428,0.860896545,0.286332541,4.206381392,0.901625358
B_0534,I_052,C_23,0.5094,28.4284,63.77287715,0.508641899,0.702924709,0.690856421,0.016862652,4.263395461,0.621724533
B_1942,I_090,C_09,0.6218,28.7031,78.15335334,0.394940782,0.670902335,1,0.236392405,4.519082475,0.97191508
B_0604,I_119,C_14,0.6299,28.1325,96.50843813,0.394411302,0.692933129,0.460019504,0.260036962,4.20559616,0.878830369
B_1330,I_069,C_20,0.3531,26.1505,72.2472721,0.642219781,0.693052614,0.634175397,0.119996615,4.622459431,0.685835114
B_1075,I_006,C_05,0.3532,26.3494,84.30793136,0.65523914,0.715041148,0.504781857,0.21005149,4.547948629,0.410389143
B_1305,I_010,C_20,0.9800,33.1940,93.79056865,0.117690078,0.836758863,0.973241409,0.530590899,4.392616989,0.932305802
B_0061,I_018,C_03,0.8062,30.6195,74.66920194,0.310491465,1,0.903113068,0.456625937,4.692613702,0.652539446
B_1264,I_094,C_13,0.4893,20.6002,75.8477321,0.468191726,0.856524373,0.844458065,0.209230923,3.382099349,0.750825743
B_0093,I_063,C_11,0.6522,27.8546,80.14540588,0.218667469,0.644821411,0.791773335,0.191492611,3.661301616,0.471609742
B_0667,I_033,C_09,0.6497,31.3190,86.52130983,0.373139871,1,0.73722293,0.313416093,4.457953321,0.735351699
B_0281,I_019,C_09,0.3000,18.9509,72.90869316,0.690033419,0.883095772,0.625522297,0.341690503,3.970917957,0.752501117
B_1114,I_022,C_09,0.5067,29.2747,93.13567731,0.427964175,0.747521036,0.884170338,0.308709648,3.713255198,0.889254049
B_0360,I_080,C_08,0.5282,16.1237,49.9840014,0.518853471,0.782464592,0.428075412,0.486620234,4.067028279,0.721852385
B_1129,I_073,C_17,0.4200,26.7457,76.68630442,0.596344723,0.74236233,0.676912248,0.107648186,4.234585852,0.62631584
B_1170,I_107,C_22,0.5232,26.1551,78.86024176,0.41628967,0.714652574,0.791899748,0.247365888,3.778622393,0.632577249
B_0848,I_072,C_02,0.6932,32.6320,77.41003039,0.245601354,0.537234751,0.67263329,0.313365829,3.646698715,0.916087459
B_1522,I_115,C_01,0.5239,23.5832,95.33727552,0.546654332,0.828417755,0.828251173,0.052586372,3.66525878,0.663396092
B_0111,I_080,C_13,0.4419,19.8394,83.54118781,0.528886818,0.754167843,0.586952778,0.185102441,3.988906555,0.72761652
B_0043,I_080,C_02,0.6373,22.9534,73.51983788,0.461053959,0.772868912,0.718591277,0.108251453,3.780801606,0.539760935
B_0126,I_089,C_01,0.4648,19.9229,75.70124486,0.578307447,0.925173969,0.583507974,0.313122924,4.708626852,0.701400839
B_0205,I_115,C_15,0.6015,21.5059,86.84964808,0.380157878,0.702670407,0.950608901,0.387191066,4.413009176,0.853701386
B_0053,I_064,C_15,0.5628,33.7699,74.43985843,0.452870492,0.757869206,0.484020437,0.227578159,5,0.66309602
B_0546,I_108,C_20,0.6029,32.8325,91.59129708,0.40315866,0.616576513,0.925081857,0.351577469,4.116789861,0.722962278
B_0069,I_053,C_13,0.5300,28.8647,87.17058651,0.453428954,0.896827997,0.769047888,0.274539339,3.897640223,1
B_1741,I_107,C_03,0.3700,30.2844,94.83547857,0.592907529,0.556252828,0.843496305,0.051929672,4.164330926,0.337640532
B_1548,I_091,C_21,0.9800,28.9656,83.55367484,0.02,0.560597877,0.978025727,0.211186492,4.731719448,0.737219892
B_0184,I_051,C_22,0.9800,30.0479,99.72172774,0.069136348,0.768626077,1,0.230574472,4.419083725,0.830932659
B_0138,I_008,C_05,0.7214,21.6490,89.70169653,0.2151518,0.998194362,1,0.379707546,4.36737716,0.890545475
B_0900,I_074,C_20,0.6087,21.0426,72.13542169,0.413111387,0.661375138,0.780862135,0.186013776,3.700993193,0.624844319
B_0797,I_074,C_17,0.4063,23.0420,52.37873106,0.675826515,0.685943078,0.70118665,0,3.795311518,0.33398806
B_0133,I_088,C_21,0.6233,22.4582,89.68071333,0.353534252,0.629260497,0.661073447,0.374018536,4.256935492,0.730811871
B_0081,I_081,C_03,0.4965,23.2082,77.01952259,0.496918608,0.927421425,0.868639703,0.26277542,4.089280251,0.799701745
B_1987,I_108,C_15,0.7248,27.2454,67.40795567,0.293061993,0.752127769,0.740793753,0.479363735,4.781511809,0.588459566
B_1541,I_075,C_02,0.3000,24.0307,56.85187257,0.685052936,0.751686811,0.842285978,0.08894777,3.726680961,0.619655634
B_0542,I_097,C_19,0.7266,23.3408,66.7567126,0.292731651,0.834411401,1,0.176796993,4.513955783,0.839251799
B_1669,I_016,C_06,0.6330,34.6212,97.54750866,0.404241365,0.627610566,0.710466034,0.358629708,4.102844353,0.706869802
B_0984,I_102,C_14,0.6950,25.4527,84.74946711,0.298814274,1,0.898506784,0.445279971,4.425694308,0.709622076
B_0166,I_099,C_03,0.6227,20.7755,79.87827025,0.403748001,0.924698201,0.882105739,0.236073869,4.814709554,0.934871894
B_0249,I_059,C_24,0.3770,33.9570,81.6699624,0.7,0.795552611,0.791261936,0.111020308,4.096352884,0.648672651
B_0447,I_105,C_15,0.7392,31.3242,85.59864243,0.260551426,0.735558024,0.62736508,0.442263865,4.206839231,0.815207224
B_1515,I_054,C_19,0.6154,17.8095,59.18621618,0.437345264,0.878856138,0.853012556,0.418241788,3.94006226,0.782909918
B_0859,I_025,C_03,0.8222,32.4306,83.80645164,0.12053621,0.809695321,0.858678297,0.490316156,4.633820618,0.710167673
B_1212,I_083,C_09,0.3854,30.5341,88.27705932,0.575300872,0.651202558,0.423826568,0.233941339,4.007705307,0.823055951
B_0098,I_074,C_08,0.3391,21.0309,75.2633511,0.7,0.773862265,0.624382895,0.139989094,3.31496065,0.548084392
B_1974,I_039,C_16,0.5904,23.6296,60.01792384,0.366749119,0.626213013,1,0.27075206,4.045937057,0.734004573
B_0738,I_099,C_24,0.7842,40.0000,79.62944671,0.261778343,0.889798611,0.687230841,0.359040594,4.58814824,0.583913242
B_1256,I_084,C_15,0.6822,23.5061,77.3224737,0.355447079,0.730274027,0.709892307,0.297228793,4.88889338,0.573469136
B_0103,I_048,C_05,0.4315,28.0636,83.91865345,0.591620991,0.621314959,0.774662531,0.287949028,4.333281963,0.690926241
B_0435,I_035,C_06,0.5498,26.6592,72.38289029,0.387774822,0.440472178,0.686963089,0.237696653,4.374595222,0.737171966
B_0075,I_071,C_14,0.6494,27.8678,80.19389932,0.179262876,1,0.707249892,0.260979441,4.642902346,0.993372972
B_1792,I_107,C_19,0.7043,26.1746,75.10229182,0.274533821,0.9418212,1,0.370649071,3.73279026,0.903801498
B_1235,I_004,C_18,0.4318,19.6695,83.63269611,0.579771305,0.752024093,0.644744337,0.17781408,3.969242674,0.694328247
B_0919,I_101,C_02,0.4727,24.8990,81.66415994,0.464055537,0.803639745,0.443165694,0.346527954,3.923504136,0.523731458
B_1712,I_053,C_18,0.4921,27.3750,76.70893735,0.394844368,0.752319813,0.755745068,0.2774714,4.17695965,0.580045249
B_1671,I_116,C_05,0.6728,26.9245,75.73038285,0.249614834,0.686712168,0.84810378,0.267071203,4.448826249,0.884767822
B_1621,I_004,C_09,0.6013,21.6548,83.75853371,0.390111726,0.876636743,0.644054447,0.241638898,4.508464149,0.60820209
B_0763,I_052,C_15,0.6137,35.7982,86.085099,0.346031452,0.802813766,0.621845002,0.184392249,3.629323182,0.688241279
B_0990,I_037,C_20,0.9800,38.7296,98.74883574,0.038741267,0.817548643,1,0.399700608,4.856658172,0.839852449
B_0389,I_061,C_04,0.3000,14.1736,67.94835586,0.694805486,0.676577566,0.67252923,0.204030784,4.2419207,0.624953389
B_0236,I_103,C_20,0.8001,28.2691,95.35845299,0.206769046,1,0.590344208,0.264029682,4.932530344,0.717991712
B_1507,I_023,C_21,0.5930,17.9197,75.79211476,0.418345708,0.927153537,1,0.108604148,4.264174615,0.71287336
B_0268,I_056,C_21,0.6472,33.5506,76.52920004,0.395502879,1,0.901685095,0.297709854,3.697584319,0.812686715
B_1188,I_086,C_14,0.4429,23.6607,78.41956028,0.563852503,1,0.548127004,0.125786953,3.71634182,0.858154799
B_0118,I_089,C_13,0.4868,19.4790,71.91567054,0.53589982,0.64556531,0.697068901,0.002996561,3.439239129,0.610089815
B_1607,I_001,C_05,0.4748,37.2529,90.40512405,0.520067652,0.709532589,0.605070672,0.370148216,3.735889912,0.651008326
B_0674,I_065,C_21,0.6550,22.5711,72.69541226,0.355041753,0.623662971,0.656897631,0.310520809,4.762608158,0.707651911
B_0250,I_118,C_12,0.9760,38.1103,69.32246751,0.084220554,1,1,0.145582987,5,1
B_1453,I_115,C_20,0.4885,18.2599,65.23456684,0.64823543,0.719964569,0.77340633,0.217969491,4.112522126,0.847283886
B_1995,I_065,C_18,0.6458,26.9487,88.07336807,0.264790927,0.496166357,0.819761082,0.340809442,4.277291471,0.820217609
B_0095,I_090,C_24,0.7025,34.3263,83.47233383,0.304079406,0.810871961,0.684592656,0.260003431,4.33334668,1
B_0034,I_022,C_08,0.4838,27.1249,74.58342485,0.462666486,0.887794113,0.61594,0.221915078,4.225557619,0.647781295
B_1464,I_104,C_23,0.3314,21.6480,85.56339498,0.62431978,0.684705595,0.715355707,0.302890418,4.262862092,1
B_1668,I_107,C_04,0.6184,27.7093,78.53500077,0.375237451,0.591965689,0.904138351,0.374932971,4.553848337,0.642587572
B_0449,I_024,C_03,0.8693,25.3054,92.71369719,0.111617711,0.797194142,0.849960825,0.339632917,3.927579005,0.610731761
B_0717,I_064,C_20,0.6503,28.0856,59.77778161,0.298291195,0.56531747,0.812448365,0.311295315,3.82737135,0.638477085
B_1810,I_054,C_21,0.5113,31.2472,78.83864387,0.488219356,0.716762685,0.507453214,0.303378097,4.721506154,1
B_1518,I_001,C_21,0.7142,31.6700,71.80915434,0.217423597,0.8264113,0.904173341,0.270408044,3.963210923,0.778798198
B_0001,I_103,C_24,0.7074,34.6867,77.53398195,0.296345375,1,0.793554253,0.547642511,4.272878313,0.712786046
B_1376,I_014,C_04,0.7554,28.9970,81.96642489,0.219784475,0.93833531,1,0.141950913,4.23329531,0.719953153
B_1102,I_093,C_09,0.6244,33.1526,74.48865602,0.445997865,0.824971378,0.533264598,0.515749058,4.401085314,0.563613932
B_1109,I_005,C_17,0.8388,34.2607,72.48451634,0.085348336,1,1,0.641111144,4.158164228,1
B_1227,I_033,C_21,0.6522,27.8158,77.17142633,0.361748459,0.914579862,0.844409389,0.326047284,4.428262029,0.779537728
B_0083,I_050,C_03,0.3052,19.7914,76.08812776,0.7,0.728257326,0.47322965,0.051646456,3.466261699,0.612903773
B_1289,I_047,C_04,0.6650,24.9603,86.3200816,0.292633722,0.80049461,0.7265763,0.412740546,4.449808158,0.702804506
B_0677,I_074,C_05,0.3000,26.3677,64.38864605,0.7,0.661838875,0.550174071,0,4.091644547,0.672216483
B_1921,I_094,C_16,0.5645,29.4546,65.22552561,0.379392362,0.740509007,0.930434583,0.280687924,4.481826559,0.633456569
B_1047,I_030,C_07,0.6058,24.1787,71.12901155,0.348905518,1,0.774456644,0.290692449,4.101008834,0.643230736
B_0771,I_025,C_17,0.9521,31.1614,70.45106238,0.02,0.798029882,0.533489307,0.333988364,3.745390875,0.854294328
B_1947,I_015,C_09,0.6782,33.3995,81.35932885,0.380877754,0.999312995,0.797466972,0.312891356,4.229929785,0.756944944
B_1281,I_118,C_10,0.8381,34.4539,64.26559082,0.101304118,0.684534251,1,0.420829736,4.123939686,0.94940443
B_1581,I_092,C_21,0.4268,29.4162,73.16507754,0.575534739,0.946644481,0.552800028,0.234545664,4.128478344,0.769117391
B_1489,I_068,C_07,0.4419,30.8701,68.70326317,0.516097594,0.664668361,0.743612459,0.155368223,4.442966528,0.532419786
B_0405,I_048,C_03,0.5802,20.9460,85.31992021,0.308078669,0.692937478,0.815894531,0.351085108,4.192104275,0.431908976
B_1728,I_114,C_02,0.6039,31.3905,72.07260466,0.448446292,0.881096589,0.803436207,0.263520572,4.680501446,0.88211928
B_1299,I_107,C_07,0.7008,32.9222,71.10055233,0.296189164,0.853599081,0.839704926,0.234098797,4.669857587,0.714206955
B_1341,I_076,C_21,0.5517,19.9041,57.5516222,0.444449868,0.765411142,0.681423515,0.310395392,3.798659062,0.649944503
B_0105,I_072,C_13,0.6109,29.9127,71.32747305,0.344096521,0.948128299,0.843252676,0.141748631,4.364242572,0.822516015
B_0689,I_087,C_14,0.9234,28.5692,67.34265363,0.038804461,0.746411264,0.973729274,0.456137952,4.48031328,0.850336605
B_1306,I_005,C_04,0.7864,35.6531,81.28399687,0.248151095,0.932336723,0.898120618,0.340638769,3.60882612,0.917377462
B_0827,I_036,C_04,0.3682,13.8181,76.40782464,0.626930778,0.686544371,0.640777824,0.192933864,4.132140772,0.535826424
B_0063,I_089,C_18,0.5860,32.3367,81.17919865,0.439914623,0.668638676,0.420780531,0.30310986,3.694582007,0.419117394
B_0853,I_003,C_06,0.9247,31.4761,73.02834409,0.106065496,0.95961244,0.650854596,0.357033082,4.33888712,1
B_1354,I_101,C_03,0.4608,22.5731,66.84086956,0.555216311,0.460777813,0.745770977,0.30340137,3.811041489,0.583466982
B_0224,I_092,C_14,0.7380,27.1601,84.52745013,0.221466576,0.980297237,0.594057173,0.010869656,4.778329088,0.634929797
B_0146,I_028,C_11,0.5546,22.4374,54.18970151,0.356446372,0.696114723,0.543555873,0.283235888,3.983707435,0.722167544
B_1089,I_075,C_17,0.3000,22.8260,75.96940139,0.7,0.671940578,0.761679965,0.206588127,4.694899741,0.60337615
B_0374,I_104,C_10,0.5542,15.9294,89.33474607,0.455489997,0.710488752,0.780288021,0.255230305,3.974270978,0.612168717
B_1421,I_027,C_13,0.4892,32.7657,91.26256419,0.580676861,0.880863266,0.638938807,0.242651757,3.916248784,0.572523197
B_1143,I_001,C_08,0.5454,19.1898,90.58786153,0.507007896,0.733657848,0.745206991,0,4.602514925,0.655761073
B_1827,I_081,C_04,0.8109,21.9669,78.54289155,0.159322019,0.695452107,0.926073078,0.203084195,4.089811113,0.543585908
B_1495,I_113,C_20,0.3000,25.8844,69.52051267,0.685524339,0.397109845,0.670566183,0.238172659,3.053045638,0.54131652
B_1602,I_030,C_23,0.6148,34.6583,80.78170788,0.38735746,0.925896036,0.542512178,0.259591515,4.51509832,0.813073791
B_1271,I_079,C_22,0.7064,25.5594,89.62718832,0.2711471,0.586627685,0.708588882,0.246058966,4.233990419,0.771568699
B_0010,I_083,C_14,0.5055,28.2551,67.815708,0.522161152,0.786764893,0.509611435,0.154161201,4.093027016,0.797782642
B_0450,I_093,C_08,0.6324,30.3957,72.46741513,0.370471698,0.666413946,1,0.358147724,5,0.771035289
B_0709,I_036,C_13,0.5305,20.9786,81.43824393,0.413153686,0.54855931,0.819003795,0.186582082,4.229291616,0.495043004
B_0256,I_113,C_14,0.4515,20.2992,66.97771308,0.507954753,0.625404492,0.584506085,0,3.582466188,0.546427643
B_0883,I_018,C_25,0.7973,27.8391,99.04867393,0.146041127,0.782755279,1,0.491379921,4.553619706,0.941592524
B_0390,I_041,C_13,0.4936,26.1448,94.20204768,0.624582312,0.868088682,0.768400009,0.270219638,4.097994961,0.557871097
B_0909,I_008,C_22,0.5076,26.6659,83.66110502,0.487391702,0.67723744,0.655700586,0.148407866,4.645499069,0.603246968
B_0925,I_063,C_13,0.7852,29.9468,79.28256772,0.212759731,0.717239491,0.879132768,0.158977489,3.915329294,0.487393506
B_1704,I_012,C_01,0.6948,16.1709,75.52237518,0.303997201,0.874568938,0.760573188,0.104756519,4.575210526,0.652219138
B_1233,I_119,C_09,0.5208,17.8568,61.33044091,0.493413087,0.852611384,0.599245276,0.201587048,4.080451243,0.518447107
B_0461,I_032,C_05,0.3145,28.1847,91.96871351,0.7,0.956750989,0.612251348,0.442333917,4.39358344,0.747592463
B_1270,I_066,C_03,0.8416,26.3471,92.32021199,0.09555383,0.707665277,0.620196635,0.16599426,4.142522376,0.753935942
B_1760,I_017,C_03,0.7178,25.2104,81.15639741,0.268680368,0.566489061,0.351645999,0.150937907,4.726791087,0.571360284
B_1169,I_110,C_05,0.5329,30.8921,75.42777364,0.434847693,1,0.51284558,0.278182901,4.443770065,0.633924414
B_0959,I_049,C_14,0.7550,25.5262,75.69952283,0.235710681,0.799730475,0.78077012,0.213280016,3.803820257,0.933262037
B_0502,I_060,C_20,0.3805,37.7304,81.24642996,0.7,0.942774412,0.833162915,0.334942619,4.091493377,0.484747772
B_0740,I_030,C_10,0.8667,25.0236,78.5110685,0.174743817,0.892607434,0.945085833,0.268545182,4.540004671,0.978368794
B_1850,I_114,C_03,0.7585,30.4772,78.99254974,0.24997817,0.847613913,0.61411264,0.367823985,4.804298008,0.761920898
B_0869,I_045,C_02,0.5190,30.7474,61.40902002,0.418213844,0.682748211,0.75322747,0.162215747,4.435884741,0.594706699
B_0732,I_012,C_07,0.5628,18.6551,68.11606277,0.377465598,0.664213366,0.823549555,0.205614464,3.81067924,0.754799934
B_0540,I_060,C_01,0.7481,40.0000,74.91165202,0.309892055,0.585186019,0.638825899,0.183443367,4.113211908,0.6987614
B_1202,I_111,C_21,0.6231,31.5802,71.66528522,0.385053355,0.584152151,0.897300275,0.311365097,3.957187534,0.727184864
B_0698,I_115,C_16,0.6603,16.1323,79.36871188,0.282996027,0.926347625,1,0.094273364,4.320467602,0.625272707
B_1393,I_104,C_01,0.4907,32.6524,70.01998523,0.466360821,0.855997318,0.795448782,0.293941307,3.885050529,0.951845001
B_1377,I_032,C_19,0.4093,32.6738,78.64035383,0.539577235,0.889477055,0.553253381,0.275475866,4.049108863,0.771794594
B_1146,I_099,C_11,0.5978,28.4942,77.55639314,0.387404622,0.805104842,0.558574171,0.331164267,3.708838399,0.893687746
B_1032,I_079,C_03,0.6471,28.4836,64.93202095,0.322416,0.738740902,0.652713138,0.130011439,4.32290951,0.746814702
B_0373,I_038,C_09,0.3000,20.8260,56.21463363,0.7,0.675551679,0.831855299,0.25205973,4.753745137,0.441821079
B_0668,I_061,C_03,0.3749,21.6551,80.63717371,0.7,0.745401931,0.668329747,0.184694011,4.693965412,0.75158878
B_1526,I_047,C_10,0.5901,24.7828,66.34151085,0.489456503,0.422826408,0.786145922,0.18477716,4.130632649,0.869853268
B_0358,I_019,C_18,0.5285,14.6673,78.85925043,0.47412644,0.659742331,0.804246642,0.202877061,3.411811751,0.628042406
B_0968,I_049,C_21,0.6096,32.0873,92.01506195,0.417833658,0.822629978,0.687692093,0.11325941,4.559906286,0.73560959
B_0784,I_039,C_10,0.6114,25.1592,74.19733488,0.374991464,0.465484721,1,0.223799668,3.985956039,0.780915567
B_0736,I_023,C_13,0.4762,25.0511,64.38758725,0.605984562,0.689018132,0.557499873,0.159857932,3.590657518,0.806930974
B_1036,I_066,C_19,0.6268,26.5660,88.67252623,0.421561911,0.858816894,0.64705236,0.408439848,4.904274883,0.714171768
B_0971,I_098,C_02,0.5934,32.1027,81.05026945,0.432682638,0.933436652,0.816307101,0.242128757,3.987052176,0.531360987
